symbol,signal_date,score,setup_type,entry_price,rsi,adx,stop_loss,target,reasons,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support
RELIANCE.NS,2022-03-10,2,momentum,1083.49,53.0,17.81789534976843,1037.79,1174.9,RSI in healthy zone; MACD bullish crossover,target_hit,1174.9,2022-03-25,10,8.44,False,True,True,False,False,False,False,False,False,False,False
TCS.NS,2022-03-10,2,momentum,3174.4,48.0,24.59858774409837,3058.71,3405.77,RSI in healthy zone; MACD bullish crossover,timeout,3295.20263671875,2022-04-01,15,3.81,False,True,True,False,False,False,False,False,False,False,False
INFY.NS,2022-03-11,2,momentum,1600.98,61.8,17.848808632616596,1542.14,1718.65,RSI in healthy zone; Near 20-day high,timeout,1654.531982421875,2022-04-04,15,3.34,False,True,False,False,True,False,False,False,False,False,False
RELIANCE.NS,2022-03-11,3,momentum,1086.62,53.6,16.695559709562804,1042.48,1174.89,RSI in healthy zone; MACD bullish crossover; Open-Low Same (conviction buy),target_hit,1174.89,2022-03-25,9,8.12,False,True,True,False,False,False,False,False,True,False,False
TCS.NS,2022-03-11,2,momentum,3155.29,46.3,24.034304140526523,3043.45,3378.96,RSI in healthy zone; MACD bullish crossover,timeout,3305.372802734375,2022-04-04,15,4.76,False,True,True,False,False,False,False,False,False,False,False
INFY.NS,2022-03-14,3,momentum,1661.34,69.3,18.88520707072016,1599.84,1784.35,Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum,timeout,1635.33251953125,2022-04-05,15,-1.57,False,False,False,False,True,False,False,False,True,True,False
RELIANCE.NS,2022-03-14,2,momentum,1095.54,55.3,15.569125792253809,1052.11,1182.4,RSI in healthy zone; MACD bullish crossover,target_hit,1182.4,2022-03-25,8,7.93,False,True,True,False,False,False,False,False,False,False,False
TCS.NS,2022-03-14,2,momentum,3193.73,50.0,23.650300123570865,3083.46,3414.26,RSI in healthy zone; Open-Low Same (conviction buy),timeout,3344.3408203125,2022-04-05,15,4.72,False,True,False,False,False,False,False,False,True,False,False
INFY.NS,2022-03-15,1,momentum,1616.18,59.8,19.799575188306356,1553.35,1741.83,RSI in healthy zone,timeout,1606.99462890625,2022-04-06,15,-0.57,False,True,False,False,False,False,False,False,False,False,False
RELIANCE.NS,2022-03-15,1,momentum,1070.45,49.7,14.860379251037457,1025.9,1159.55,RSI in healthy zone,target_hit,1159.55,2022-03-23,5,8.32,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2022-03-15,1,momentum,3150.68,46.2,23.119207621552615,3041.38,3369.29,RSI in healthy zone,timeout,3292.22216796875,2022-04-06,15,4.49,False,True,False,False,False,False,False,False,False,False,False
INFY.NS,2022-03-16,2,momentum,1660.2,64.9,20.745102640872425,1596.72,1787.16,RSI in healthy zone; Near 20-day high,stop_loss_hit,1596.72,2022-04-07,15,-3.82,False,True,False,False,True,False,False,False,False,False,False
RELIANCE.NS,2022-03-16,2,momentum,1088.52,53.4,14.201743403686313,1044.99,1175.58,Uptrend (above rising SMA50); RSI in healthy zone,target_hit,1175.58,2022-03-25,6,8.0,True,True,False,False,False,False,False,False,False,False,False
TCS.NS,2022-03-16,2,momentum,3205.04,51.3,22.47551732340393,3096.58,3421.95,RSI in healthy zone; Pullback to SMA100 support,timeout,3229.803466796875,2022-04-07,15,0.77,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-03-17,2,momentum,1629.62,59.3,22.0864190890857,1562.18,1764.5,RSI in healthy zone; Volume spike (>1.5x avg),timeout,1594.4732666015625,2022-04-08,15,-2.16,False,True,False,True,False,False,False,False,False,False,False
RELIANCE.NS,2022-03-17,3,momentum,1124.01,59.6,14.028397623546946,1079.03,1213.96,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high,target_hit,1213.96,2022-03-30,8,8.0,True,True,False,False,True,False,False,False,False,False,False
TCS.NS,2022-03-17,2,momentum,3219.81,52.6,21.200771490750892,3114.02,3431.39,RSI in healthy zone; Pullback to SMA100 support,timeout,3231.1181640625,2022-04-08,15,0.35,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-03-21,1,momentum,1628.26,59.1,23.3336591722553,1561.32,1762.14,RSI in healthy zone,stop_loss_hit,1561.32,2022-04-11,15,-4.11,False,True,False,False,False,False,False,False,False,False,False
RELIANCE.NS,2022-03-21,3,momentum,1117.53,58.1,13.87031702883348,1073.58,1205.43,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high,target_hit,1205.43,2022-03-30,7,7.87,True,True,False,False,True,False,False,False,False,False,False
TCS.NS,2022-03-21,1,momentum,3179.44,48.7,20.624885064111968,3071.91,3394.5,RSI in healthy zone,timeout,3240.542236328125,2022-04-11,15,1.92,False,True,False,False,False,False,False,False,False,False,False
INFY.NS,2022-03-22,2,momentum,1658.44,62.7,24.540865060620963,1591.48,1792.37,RSI in healthy zone; Near 20-day high,stop_loss_hit,1591.48,2022-04-07,12,-4.04,False,True,False,False,True,False,False,False,False,False,False
RELIANCE.NS,2022-03-22,4,momentum,1146.4,62.7,14.34179043643211,1101.64,1235.93,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high,timeout,1159.945556640625,2022-04-12,15,1.18,True,True,False,True,True,False,False,False,False,False,False
TCS.NS,2022-03-22,2,momentum,3244.53,54.5,20.092135588120353,3136.6,3460.39,RSI in healthy zone; Pullback to SMA100 support,timeout,3235.896484375,2022-04-12,15,-0.27,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-03-23,4,momentum,1645.26,60.2,25.829562032224082,1579.04,1777.71,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25,stop_loss_hit,1579.04,2022-04-11,13,-4.02,True,True,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2022-03-23,4,momentum,1150.05,63.2,15.11213663043813,1106.45,1237.25,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy),timeout,1155.6881103515625,2022-04-13,15,0.49,True,True,False,False,True,False,False,False,True,False,False
TCS.NS,2022-03-23,3,momentum,3254.57,55.3,19.27959902422951,3150.61,3462.49,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support,timeout,3210.3408203125,2022-04-13,15,-1.36,False,True,False,False,True,False,False,False,False,False,True
INFY.NS,2022-03-24,5,momentum,1657.83,61.8,26.989975119913513,1592.71,1788.06,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy),stop_loss_hit,1592.71,2022-04-07,10,-3.93,True,True,False,False,True,True,False,False,True,False,False
RELIANCE.NS,2022-03-24,4,momentum,1167.92,65.9,16.046321651167798,1123.84,1256.07,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum,timeout,1152.1552734375,2022-04-18,15,-1.35,True,False,False,False,True,False,False,False,True,True,False
TCS.NS,2022-03-24,4,momentum,3287.4,58.1,18.025904034733024,3184.93,3492.34,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Pullback to SMA100 support,stop_loss_hit,3184.93,2022-04-18,15,-3.12,False,True,False,False,True,False,False,False,True,False,True
INFY.NS,2022-03-25,4,momentum,1648.91,59.9,28.069022870092176,1585.06,1776.6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25,stop_loss_hit,1585.06,2022-04-11,11,-3.87,True,True,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2022-03-25,3,momentum,1175.71,67.0,17.24272671688548,1132.88,1261.36,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum,timeout,1196.0655517578125,2022-04-19,15,1.73,True,False,False,False,True,False,False,False,False,True,False
TCS.NS,2022-03-25,2,momentum,3250.23,54.0,17.21591553323403,3144.98,3460.73,RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,3144.98,2022-04-18,14,-3.24,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-03-28,4,momentum,1646.58,59.5,28.81193258516486,1584.63,1770.48,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25,stop_loss_hit,1584.63,2022-04-11,10,-3.76,True,True,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2022-03-28,3,momentum,1187.53,68.7,18.49011757076857,1145.67,1271.24,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum,stop_loss_hit,1145.67,2022-04-18,13,-3.52,True,False,False,False,True,False,False,False,False,True,False
TCS.NS,2022-03-28,2,momentum,3250.45,54.1,16.637613957924792,3147.86,3455.63,RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,3147.86,2022-04-18,13,-3.16,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-03-29,4,momentum,1657.21,61.0,29.683554210395897,1596.97,1777.7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25,stop_loss_hit,1596.97,2022-04-07,7,-3.64,True,True,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2022-03-29,3,momentum,1187.8,68.7,19.73319618306857,1147.44,1268.52,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum,stop_loss_hit,1147.44,2022-04-18,12,-3.4,True,False,False,False,True,False,False,False,False,True,False
TCS.NS,2022-03-29,2,momentum,3248.39,53.8,15.92547429425625,3150.21,3444.75,RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,3150.21,2022-04-18,12,-3.02,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-03-30,4,momentum,1672.98,63.3,31.064060423569092,1613.94,1791.07,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25,stop_loss_hit,1613.94,2022-04-06,5,-3.53,True,True,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2022-03-30,3,momentum,1210.63,71.9,21.38886384765697,1169.71,1292.46,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum,stop_loss_hit,1169.71,2022-04-07,6,-3.38,True,False,False,False,True,False,False,False,False,True,False
TCS.NS,2022-03-30,3,momentum,3271.36,56.2,14.960793280767183,3177.13,3459.81,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support,stop_loss_hit,3177.13,2022-04-18,11,-2.88,False,True,False,False,True,False,False,False,False,False,True
INFY.NS,2022-03-31,3,momentum,1675.53,63.7,32.30373904141334,1618.93,1788.74,RSI in healthy zone; Near 20-day high; ADX greater than 25,stop_loss_hit,1618.93,2022-04-06,4,-3.38,False,True,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2022-03-31,2,momentum,1193.33,66.4,22.934061172148038,1153.18,1273.62,Uptrend (above rising SMA50); Strong RSI momentum,stop_loss_hit,1153.18,2022-04-13,9,-3.36,True,False,False,False,False,False,False,False,False,True,False
TCS.NS,2022-03-31,3,momentum,3278.72,56.9,14.039861798028486,3187.98,3460.21,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support,stop_loss_hit,3187.98,2022-04-18,10,-2.77,False,True,False,False,True,False,False,False,False,False,True
INFY.NS,2022-04-01,3,momentum,1672.63,62.9,32.6329290061819,1617.06,1783.78,RSI in healthy zone; Near 20-day high; ADX greater than 25,stop_loss_hit,1617.06,2022-04-06,3,-3.32,False,True,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2022-04-01,3,momentum,1202.88,67.8,24.190598445971915,1163.51,1281.63,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum,stop_loss_hit,1163.51,2022-04-07,4,-3.27,True,False,False,False,True,False,False,False,False,True,False
TCS.NS,2022-04-01,2,momentum,3295.2,58.6,13.3621347885944,3207.66,3470.29,RSI in healthy zone; Near 20-day high,stop_loss_hit,3207.66,2022-04-08,5,-2.66,False,True,False,False,True,False,False,False,False,False,False
INFY.NS,2022-04-04,2,momentum,1654.53,58.1,32.67868839175263,1600.06,1763.48,RSI in healthy zone; ADX greater than 25,stop_loss_hit,1600.06,2022-04-07,3,-3.29,False,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-04,4,momentum,1206.44,68.4,25.469911995243542,1168.26,1282.79,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,stop_loss_hit,1168.26,2022-04-07,3,-3.16,True,False,False,False,True,True,False,False,False,True,False
TCS.NS,2022-04-04,2,momentum,3305.37,59.7,13.043887686179136,3220.06,3476.0,RSI in healthy zone; Near 20-day high,stop_loss_hit,3220.06,2022-04-08,4,-2.58,False,True,False,False,True,False,False,False,False,False,False
INFY.NS,2022-04-05,2,momentum,1635.33,53.5,31.963315891409678,1581.69,1742.62,RSI in healthy zone; ADX greater than 25,stop_loss_hit,1581.69,2022-04-11,4,-3.28,False,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-05,3,momentum,1189.39,62.8,26.098603305246737,1151.55,1265.06,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1151.55,2022-04-18,7,-3.18,True,True,False,False,False,True,False,False,False,False,False
TCS.NS,2022-04-05,3,momentum,3344.34,63.5,13.691130186157968,3258.99,3515.04,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy),stop_loss_hit,3258.99,2022-04-07,2,-2.55,False,True,False,False,True,False,False,False,True,False,False
INFY.NS,2022-04-06,3,momentum,1606.99,47.5,29.889749542662084,1553.52,1713.94,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1553.52,2022-04-11,3,-3.33,True,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-06,3,momentum,1186.21,61.8,25.83908116488477,1148.78,1261.08,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1148.78,2022-04-18,6,-3.16,True,True,False,False,False,True,False,False,False,False,False
TCS.NS,2022-04-06,2,momentum,3292.22,55.8,13.395345866261675,3205.11,3466.45,RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,3205.11,2022-04-08,2,-2.65,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-04-07,3,momentum,1591.31,44.5,28.04345498490918,1539.65,1694.63,Uptrend (above rising SMA50); ADX greater than 25; Pullback to SMA100 support,stop_loss_hit,1539.65,2022-04-12,3,-3.25,True,False,False,False,False,True,False,False,False,False,True
RELIANCE.NS,2022-04-07,4,momentum,1165.29,55.5,25.130805905940548,1128.0,1239.87,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Recent SMA50/SMA100 bullish crossover,target_hit,1239.87,2022-04-21,8,6.4,True,True,False,False,False,True,True,False,False,False,False
TCS.NS,2022-04-07,2,momentum,3229.8,48.3,12.721459882693098,3141.74,3405.93,RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,3141.74,2022-04-18,5,-2.73,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-04-08,4,momentum,1594.47,45.3,26.098043041937792,1543.68,1696.06,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Pullback to SMA100 support,stop_loss_hit,1543.68,2022-04-12,2,-3.19,True,True,False,False,False,True,False,False,False,False,True
RELIANCE.NS,2022-04-08,4,momentum,1184.67,59.6,24.783457915377095,1146.9,1260.22,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Open-Low Same (conviction buy),stop_loss_hit,1146.9,2022-04-18,4,-3.19,True,True,False,False,False,False,True,False,True,False,False
TCS.NS,2022-04-08,2,momentum,3231.12,48.5,12.680295886596273,3143.48,3406.39,RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,3143.48,2022-04-18,4,-2.71,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-04-11,1,momentum,1552.25,37.9,25.527585382925018,1500.18,1656.4,ADX greater than 25,stop_loss_hit,1500.18,2022-04-18,3,-3.35,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-11,3,momentum,1182.21,58.9,24.685213198296207,1144.43,1257.76,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover,stop_loss_hit,1144.43,2022-04-18,3,-3.2,True,True,False,False,False,False,True,False,False,False,False
TCS.NS,2022-04-11,2,momentum,3240.54,49.6,12.496696277933095,3153.88,3413.87,RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,3153.88,2022-04-18,3,-2.67,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2022-04-12,1,momentum,1531.08,34.9,25.78154577253599,1479.07,1635.09,ADX greater than 25,stop_loss_hit,1479.07,2022-04-18,2,-3.4,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-12,3,momentum,1159.95,52.5,23.919243152674948,1122.21,1235.42,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover,target_hit,1235.42,2022-04-20,4,6.51,True,True,False,False,False,False,True,False,False,False,False
TCS.NS,2022-04-12,3,momentum,3235.9,49.0,11.816972738216055,3146.91,3413.87,RSI in healthy zone; Volume spike (>1.5x avg); Pullback to SMA100 support,stop_loss_hit,3146.91,2022-04-18,2,-2.75,False,True,False,True,False,False,False,False,False,False,True
INFY.NS,2022-04-13,1,momentum,1536.44,36.3,26.01818633110791,1485.75,1637.81,ADX greater than 25,stop_loss_hit,1485.75,2022-04-18,1,-3.3,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-13,3,momentum,1155.69,51.3,22.966752865312095,1118.36,1230.34,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover,target_hit,1230.34,2022-04-20,3,6.46,True,True,False,False,False,False,True,False,False,False,False
TCS.NS,2022-04-13,1,momentum,3210.34,45.8,11.17855104905514,3122.61,3385.8,RSI in healthy zone,stop_loss_hit,3122.61,2022-04-18,1,-2.73,False,True,False,False,False,False,False,False,False,False,False
INFY.NS,2022-04-18,2,momentum,1424.71,24.5,28.2040633726273,1362.72,1548.69,Volume spike (>1.5x avg); ADX greater than 25,stop_loss_hit,1362.72,2022-04-19,1,-4.35,False,False,False,True,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-18,2,momentum,1152.16,50.3,21.533519991274964,1115.65,1225.17,Uptrend (above rising SMA50); RSI in healthy zone,target_hit,1225.17,2022-04-20,2,6.34,True,True,False,False,False,False,False,False,False,False,False
TCS.NS,2022-04-18,1,momentum,3092.95,34.4,12.516674819237611,2998.39,3282.08,Volume spike (>1.5x avg),stop_loss_hit,2998.39,2022-05-09,14,-3.06,False,False,False,True,False,False,False,False,False,False,False
INFY.NS,2022-04-19,2,momentum,1372.52,21.1,30.558721459272697,1306.79,1503.97,Volume spike (>1.5x avg); ADX greater than 25,timeout,1341.542236328125,2022-05-11,15,-2.26,False,False,False,True,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-19,3,momentum,1196.07,60.5,21.98911165275468,1156.14,1275.92,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg),target_hit,1275.92,2022-04-27,6,6.68,True,True,False,True,False,False,False,False,False,False,False
INFY.NS,2022-04-20,1,momentum,1395.1,25.9,32.757309631546455,1330.84,1523.62,ADX greater than 25,stop_loss_hit,1330.84,2022-05-11,14,-4.61,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-20,4,momentum,1231.23,66.4,23.13841578812771,1189.64,1314.42,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum,stop_loss_hit,1189.64,2022-05-06,11,-3.38,True,False,False,True,True,False,False,False,False,True,False
INFY.NS,2022-04-21,2,momentum,1422.43,31.4,33.795047081092505,1359.04,1549.2,RSI bounced off oversold; ADX greater than 25,stop_loss_hit,1359.04,2022-05-02,7,-4.46,False,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-21,5,momentum,1260.06,70.3,24.697719486684754,1218.02,1344.15,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum,stop_loss_hit,1218.02,2022-04-25,2,-3.34,True,False,True,True,True,False,False,False,False,True,False
TCS.NS,2022-04-21,1,momentum,3181.15,47.4,16.562927787077406,3078.69,3386.06,RSI in healthy zone,stop_loss_hit,3078.69,2022-04-27,4,-3.22,False,True,False,False,False,False,False,False,False,False,False
INFY.NS,2022-04-22,1,momentum,1393.12,28.9,34.83332350919884,1330.83,1517.7,ADX greater than 25,stop_loss_hit,1330.83,2022-05-11,12,-4.47,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-22,5,momentum,1249.51,67.2,26.268292988448447,1207.66,1333.21,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25; Strong RSI momentum,stop_loss_hit,1207.66,2022-04-25,1,-3.35,True,False,True,False,True,True,False,False,False,True,False
TCS.NS,2022-04-22,1,momentum,3167.03,46.2,16.79527853030837,3066.52,3368.06,RSI in healthy zone,stop_loss_hit,3066.52,2022-05-02,6,-3.17,False,True,False,False,False,False,False,False,False,False,False
INFY.NS,2022-04-25,1,momentum,1371.73,27.2,36.10525600341345,1310.94,1493.3,ADX greater than 25,stop_loss_hit,1310.94,2022-05-16,14,-4.43,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-25,4,momentum,1220.61,59.5,26.06121314786792,1177.14,1307.56,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; ADX greater than 25,stop_loss_hit,1177.14,2022-05-06,8,-3.56,True,True,True,False,False,True,False,False,False,False,False
INFY.NS,2022-04-26,2,momentum,1389.21,30.8,36.66610823767327,1329.86,1507.91,RSI bounced off oversold; ADX greater than 25,stop_loss_hit,1329.86,2022-05-11,10,-4.27,False,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-26,5,momentum,1257.14,65.0,26.27082774796191,1211.92,1347.58,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy),stop_loss_hit,1211.92,2022-05-05,6,-3.6,True,True,False,False,True,True,False,False,True,False,False
INFY.NS,2022-04-27,1,momentum,1364.43,28.7,37.38815757571947,1306.43,1480.44,ADX greater than 25,stop_loss_hit,1306.43,2022-05-16,12,-4.25,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-27,5,momentum,1258.36,65.2,26.78934139894928,1212.83,1349.43,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum,stop_loss_hit,1212.83,2022-05-04,4,-3.62,True,False,False,False,True,True,False,False,True,True,False
INFY.NS,2022-04-28,2,momentum,1390.62,33.9,37.149360575133606,1332.15,1507.55,RSI bounced off oversold; ADX greater than 25,stop_loss_hit,1332.15,2022-05-11,8,-4.2,False,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-28,5,momentum,1277.16,67.7,27.48923046731618,1231.35,1368.78,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum,stop_loss_hit,1231.35,2022-05-04,3,-3.59,True,False,False,True,True,True,False,False,False,True,False
TCS.NS,2022-04-28,1,momentum,3142.27,45.3,19.14145556622509,3044.27,3338.26,RSI in healthy zone,stop_loss_hit,3044.27,2022-05-04,3,-3.12,False,True,False,False,False,False,False,False,False,False,False
INFY.NS,2022-04-29,2,momentum,1377.39,32.6,36.9280498413642,1319.66,1492.86,RSI bounced off oversold; ADX greater than 25,stop_loss_hit,1319.66,2022-05-13,9,-4.19,False,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-04-29,3,momentum,1263.75,64.1,27.95203360099187,1217.39,1356.48,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1217.39,2022-05-04,2,-3.67,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2022-05-02,2,momentum,1354.06,30.4,37.16685034155512,1297.02,1468.15,RSI bounced off oversold; ADX greater than 25,stop_loss_hit,1297.02,2022-05-19,12,-4.21,False,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-05-02,3,momentum,1259.32,62.9,27.978404795957534,1213.96,1350.03,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1213.96,2022-05-04,1,-3.6,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2022-05-04,1,momentum,1349.27,29.9,36.834537027335955,1292.55,1462.72,ADX greater than 25,stop_loss_hit,1292.55,2022-05-19,11,-4.2,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-05-04,3,momentum,1220.0,53.3,26.50928446285528,1172.37,1315.27,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1172.37,2022-05-09,3,-3.9,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2022-05-05,3,momentum,1392.86,38.8,35.930585139537975,1335.12,1508.33,RSI bounced off oversold; ADX greater than 25; Open-Low Same (conviction buy),stop_loss_hit,1335.12,2022-05-11,4,-4.15,False,True,False,False,False,True,False,False,True,False,False
RELIANCE.NS,2022-05-05,2,momentum,1196.11,48.4,24.748633641481653,1147.13,1294.07,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,1147.13,2022-05-09,2,-4.09,True,True,False,False,False,False,False,False,False,False,False
INFY.NS,2022-05-06,2,momentum,1355.69,34.7,35.4810240034983,1297.35,1472.37,RSI bounced off oversold; ADX greater than 25,stop_loss_hit,1297.35,2022-05-19,9,-4.3,False,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-05-06,2,momentum,1186.94,46.7,23.641342725586554,1138.28,1284.26,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,1138.28,2022-05-09,1,-4.1,True,True,False,False,False,False,False,False,False,False,False
INFY.NS,2022-05-09,3,momentum,1379.85,39.2,34.327380637487444,1319.6,1500.36,RSI bounced off oversold; MACD bullish crossover; ADX greater than 25,stop_loss_hit,1319.6,2022-05-13,4,-4.37,False,True,True,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-05-09,1,momentum,1140.58,39.0,23.607610961857944,1089.88,1241.99,Pullback to SMA100 support,stop_loss_hit,1089.88,2022-05-12,3,-4.45,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2022-05-10,2,momentum,1364.61,37.5,33.26047721472862,1306.37,1481.08,MACD bullish crossover; ADX greater than 25,stop_loss_hit,1306.37,2022-05-16,4,-4.27,False,False,True,False,False,True,False,False,False,False,False
INFY.NS,2022-05-11,2,momentum,1341.54,34.9,32.91474697846406,1283.57,1457.49,MACD bullish crossover; ADX greater than 25,stop_loss_hit,1283.57,2022-05-19,6,-4.32,False,False,True,False,False,True,False,False,False,False,False
TCS.NS,2022-05-11,1,momentum,2991.22,34.2,26.621615447774673,2894.49,3184.67,ADX greater than 25,stop_loss_hit,2894.49,2022-05-19,6,-3.23,False,False,False,False,False,True,False,False,False,False,False
INFY.NS,2022-05-12,1,momentum,1325.77,33.3,32.72249419918919,1269.75,1437.81,ADX greater than 25,stop_loss_hit,1269.75,2022-05-19,5,-4.23,False,False,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2022-05-12,1,momentum,1086.73,31.9,25.869738941007476,1036.58,1187.03,ADX greater than 25,target_hit,1187.03,2022-05-20,6,9.23,False,False,False,False,False,True,False,False,False,False,False
TCS.NS,2022-05-12,1,momentum,2988.28,33.9,28.47631759431499,2889.11,3186.62,ADX greater than 25,stop_loss_hit,2889.11,2022-05-19,5,-3.32,False,False,False,False,False,True,False,False,False,False,False
