symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index,pointer_rsi2_pullback,pointer_stoch_pullback,pointer_bb_pullback,pointer_inside_bar_breakout,pointer_nr7_breakout,pointer_ema21_pullback,pointer_hammer_at_support
MAZDOCK.NS,2026-05-01,6,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2733.2,67.4,2566.01,2856.1939999999995,stop_loss_hit,2566.01,2026-05-11,6,-6.12,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
MOTHERSON.NS,2026-05-01,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),121.21,50.0,112.58,126.66444999999999,target_hit,126.66444999999999,2026-05-06,3,4.5,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
MUTHOOTFIN.NS,2026-05-01,5,RSI in healthy zone; RSI(2) oversold bounce (RSI(2)=2.1); Volume contracting (low selling pressure),3424.2,48.1,3228.38,3459.86,target_hit,3459.86,2026-05-04,1,1.04,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NESTLEIND.NS,2026-05-01,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1458.6,79.6,1395.68,1524.2369999999999,timeout,1423.0999755859375,2026-05-22,15,-2.43,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
NTPC.NS,2026-05-01,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,399.15,58.4,381.64,417.11175,timeout,388.6499938964844,2026-05-22,15,-2.63,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
ONGC.NS,2026-05-01,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,299.55,69.5,286.21,313.02975,stop_loss_hit,286.21,2026-05-06,3,-4.45,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
PFC.NS,2026-05-01,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,448.4,52.8,421.64,468.5779999999999,timeout,430.54998779296875,2026-05-22,15,-3.98,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
POWERGRID.NS,2026-05-01,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,318.35,63.4,305.51,332.67575,stop_loss_hit,305.51,2026-05-12,7,-4.03,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
RELIANCE.NS,2026-05-01,5,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1424.22,61.7,1362.04,1488.3099,stop_loss_hit,1362.04,2026-05-12,7,-4.37,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
SBIN.NS,2026-05-01,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1049.53,46.6,1001.15,1096.75885,stop_loss_hit,1001.15,2026-05-08,5,-4.61,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
SIEMENS.NS,2026-05-01,6,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3808.2,68.0,3587.08,3979.5689999999995,stop_loss_hit,3587.08,2026-05-11,6,-5.81,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
SOLARINDS.NS,2026-05-01,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,15439.0,64.4,14553.85,16133.755,target_hit,16133.755,2026-05-08,5,4.5,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
SUNPHARMA.NS,2026-05-01,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1808.3,63.1,1716.22,1889.6734999999999,target_hit,1889.6734999999999,2026-05-18,11,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
TATACONSUM.NS,2026-05-01,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1135.0,56.6,1083.19,1186.0749999999998,target_hit,1186.0749999999998,2026-05-11,6,4.5,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
TATAPOWER.NS,2026-05-01,5,Uptrend (above rising SMA50); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,444.55,65.4,421.78,464.55474999999996,stop_loss_hit,421.78,2026-05-12,7,-5.12,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
TATASTEEL.NS,2026-05-01,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,207.09,57.7,197.56,216.40904999999998,target_hit,216.40904999999998,2026-05-13,8,4.5,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
TECHM.NS,2026-05-01,4,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Outperforming index,1473.5,55.2,1364.94,1539.8075,stop_loss_hit,1364.94,2026-05-14,9,-7.37,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
TITAN.NS,2026-05-01,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); EMA 21 support pullback,4385.2,52.6,4191.46,4582.534,target_hit,4582.534,2026-05-08,5,4.5,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
TORNTPHARM.NS,2026-05-01,5,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; EMA 21 support pullback,4176.8,50.9,3995.92,4364.756,target_hit,4364.756,2026-05-06,3,4.5,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False
TRENT.NS,2026-05-01,4,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,2758.99,55.9,2589.55,2883.1445499999995,target_hit,2883.1445499999995,2026-05-07,4,4.5,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
UNIONBANK.NS,2026-05-01,4,RSI(2) oversold bounce (RSI(2)=1.2); Volume contracting (low selling pressure),165.94,36.6,152.69,169.15,target_hit,169.15,2026-05-06,3,1.93,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
VBL.NS,2026-05-01,6,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,513.7,70.5,482.45,536.8165,target_hit,536.8165,2026-05-22,15,4.5,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
ABB.NS,2026-05-04,8,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,7236.5,64.5,6820.19,7562.1425,stop_loss_hit,6820.19,2026-05-11,5,-5.75,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False
ADANIENSOL.NS,2026-05-04,8,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1398.4,70.6,1279.85,1461.328,stop_loss_hit,1279.85,2026-05-12,6,-8.48,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False
ADANIENT.NS,2026-05-04,9,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,2484.59,78.2,2329.24,2596.39655,target_hit,2596.39655,2026-05-14,8,4.5,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False
ADANIGREEN.NS,2026-05-04,9,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1290.7,81.1,1198.01,1348.7815,target_hit,1348.7815,2026-05-06,2,4.5,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False
ADANIPORTS.NS,2026-05-04,11,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1735.29,78.6,1640.12,1813.3780499999998,target_hit,1813.3780499999998,2026-05-15,9,4.5,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False
ADANIPOWER.NS,2026-05-04,8,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,227.3,84.5,211.59,237.5285,stop_loss_hit,211.59,2026-05-12,6,-6.91,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False
APOLLOHOSP.NS,2026-05-04,8,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout; EMA 21 support pullback,7737.5,56.2,7432.25,8085.687499999999,target_hit,8085.687499999999,2026-05-08,4,4.5,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False
ASIANPAINT.NS,2026-05-04,7,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,2448.1,56.3,2328.86,2558.2644999999998,target_hit,2558.2644999999998,2026-05-08,4,4.5,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
BAJAJ-AUTO.NS,2026-05-04,9,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,9991.39,65.8,9379.51,10441.00255,target_hit,10441.00255,2026-05-07,3,4.5,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False
BAJAJHLDNG.NS,2026-05-04,5,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Inside Bar breakout; NR7 narrow-range breakout,10376.0,58.4,9849.25,10842.92,timeout,10642.0,2026-05-25,15,2.56,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
BAJFINANCE.NS,2026-05-04,6,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Inside Bar breakout; NR7 narrow-range breakout,950.2,60.9,897.47,992.959,stop_loss_hit,897.47,2026-05-13,7,-5.55,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
BEL.NS,2026-05-04,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),433.55,46.3,412.22,453.05975,stop_loss_hit,412.22,2026-05-20,12,-4.92,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False
BOSCHLTD.NS,2026-05-04,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),35850.0,51.9,33812.99,37463.25,target_hit,37463.25,2026-05-07,3,4.5,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
BRITANNIA.NS,2026-05-04,7,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout; EMA 21 support pullback,5792.5,55.8,5543.64,6053.162499999999,stop_loss_hit,5543.64,2026-05-08,4,-4.3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False
CGPOWER.NS,2026-05-04,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,802.3,60.4,755.6,838.4034999999999,target_hit,838.4034999999999,2026-05-06,2,4.5,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
CHOLAFIN.NS,2026-05-04,8,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1639.5,61.7,1531.53,1713.2775,target_hit,1713.2775,2026-05-06,2,4.5,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False
CIPLA.NS,2026-05-04,7,Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1322.59,66.0,1270.63,1382.1065499999997,stop_loss_hit,1270.63,2026-05-13,7,-3.93,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
COALINDIA.NS,2026-05-04,6,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,479.95,67.4,456.47,501.54774999999995,stop_loss_hit,456.47,2026-05-07,3,-4.89,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
CUMMINSIND.NS,2026-05-04,8,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,5289.0,65.8,5016.81,5527.004999999999,timeout,5382.0,2026-05-25,15,1.76,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False
DIVISLAB.NS,2026-05-04,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,6619.5,70.4,6339.39,6917.3775,target_hit,6917.3775,2026-05-14,8,4.5,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
DLF.NS,2026-05-04,7,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,607.2,60.1,574.2,634.524,stop_loss_hit,574.2,2026-05-12,6,-5.43,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
DMART.NS,2026-05-04,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25; Weekly trend aligned (above Weekly EMA20),4376.5,49.8,4131.6,4573.4425,stop_loss_hit,4131.6,2026-05-20,12,-5.6,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
DRREDDY.NS,2026-05-04,7,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; EMA 21 support pullback,1287.2,51.8,1212.45,1345.124,timeout,1331.4000244140625,2026-05-25,15,3.43,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False
EICHERMOT.NS,2026-05-04,6,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Inside Bar breakout; NR7 narrow-range breakout,7329.0,56.4,6946.39,7658.804999999999,stop_loss_hit,6946.39,2026-05-13,7,-5.22,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False
ETERNAL.NS,2026-05-04,5,RSI in healthy zone; Volume contracting (low selling pressure); Inside Bar breakout; NR7 narrow-range breakout; EMA 21 support pullback,251.9,53.2,234.25,263.2355,stop_loss_hit,234.25,2026-05-18,10,-7.01,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
GAIL.NS,2026-05-04,9,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,164.48,63.7,156.67,171.8816,stop_loss_hit,156.67,2026-05-19,11,-4.75,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False
GRASIM.NS,2026-05-04,9,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,2856.0,64.5,2729.42,2984.52,target_hit,2984.52,2026-05-11,5,4.5,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,False,False
HAL.NS,2026-05-04,11,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,4559.5,72.0,4342.7,4764.6775,target_hit,4764.6775,2026-05-07,3,4.5,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False
HDFCAMC.NS,2026-05-04,7,RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,2694.66,58.7,2544.51,2815.9196999999995,stop_loss_hit,2544.51,2026-05-18,10,-5.57,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False
HINDALCO.NS,2026-05-04,8,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1042.7,61.0,991.4,1089.6215,target_hit,1089.6215,2026-05-14,8,4.5,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False
HINDUNILVR.NS,2026-05-04,7,RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,2309.3,58.3,2176.5,2413.2185,stop_loss_hit,2176.5,2026-05-21,13,-5.75,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False
HINDZINC.NS,2026-05-04,7,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,605.55,61.6,567.9,632.7997499999999,target_hit,632.7997499999999,2026-05-06,2,4.5,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False
INDHOTEL.NS,2026-05-04,5,RSI in healthy zone; Volume contracting (low selling pressure); Inside Bar breakout; NR7 narrow-range breakout; EMA 21 support pullback,643.7,52.2,610.46,672.6665,target_hit,672.6665,2026-05-07,3,4.5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
IRFC.NS,2026-05-04,4,RSI in healthy zone; Volume contracting (low selling pressure); Inside Bar breakout; NR7 narrow-range breakout,104.41,56.9,98.95,109.10844999999999,stop_loss_hit,98.95,2026-05-15,9,-5.23,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
JINDALSTEL.NS,2026-05-04,7,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1261.4,57.8,1185.93,1318.163,timeout,1212.300048828125,2026-05-25,15,-3.89,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
JIOFIN.NS,2026-05-04,7,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,252.74,57.3,238.19,264.1133,stop_loss_hit,238.19,2026-05-12,6,-5.76,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
JSWSTEEL.NS,2026-05-04,7,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1266.6,59.6,1206.73,1323.5969999999998,timeout,1289.4000244140625,2026-05-25,15,1.8,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False
LODHA.NS,2026-05-04,6,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Inside Bar breakout; NR7 narrow-range breakout,923.6,63.0,861.01,965.1619999999999,target_hit,965.1619999999999,2026-05-07,3,4.5,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
LT.NS,2026-05-04,8,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,4061.13,58.8,3858.21,4243.88085,stop_loss_hit,3858.21,2026-05-11,5,-5.0,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False
MARUTI.NS,2026-05-04,5,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Inside Bar breakout; NR7 narrow-range breakout,13580.0,55.7,12839.47,14191.099999999999,stop_loss_hit,12839.47,2026-05-20,12,-5.45,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
MAXHEALTH.NS,2026-05-04,7,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1011.55,56.5,959.31,1057.0697499999999,target_hit,1057.0697499999999,2026-05-14,8,4.5,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
MAZDOCK.NS,2026-05-04,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,2611.6,54.5,2431.54,2729.122,stop_loss_hit,2431.54,2026-05-18,10,-6.89,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
MOTHERSON.NS,2026-05-04,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),120.21,48.6,111.65,125.61944999999999,target_hit,125.61944999999999,2026-05-06,2,4.5,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
MUTHOOTFIN.NS,2026-05-04,6,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Inside Bar breakout; NR7 narrow-range breakout; EMA 21 support pullback,3487.7,52.8,3290.99,3644.6464999999994,stop_loss_hit,3290.99,2026-05-15,9,-5.64,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False
NESTLEIND.NS,2026-05-04,8,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1457.1,79.1,1394.88,1522.6694999999997,timeout,1413.5999755859375,2026-05-25,15,-2.99,True,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False
NTPC.NS,2026-05-04,7,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,400.05,59.1,382.71,418.05224999999996,timeout,390.04998779296875,2026-05-25,15,-2.5,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False
ONGC.NS,2026-05-04,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,292.9,58.4,279.43,306.0805,stop_loss_hit,279.43,2026-05-08,4,-4.6,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
PFC.NS,2026-05-04,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),448.25,52.7,421.96,468.42125,timeout,438.8999938964844,2026-05-25,15,-2.09,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
POWERGRID.NS,2026-05-04,11,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout; EMA 21 support pullback,319.05,64.2,305.72,333.40725,stop_loss_hit,305.72,2026-05-12,6,-4.18,True,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False
RECLTD.NS,2026-05-04,5,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),353.5,48.1,331.55,369.40749999999997,stop_loss_hit,331.55,2026-05-20,12,-6.21,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
RELIANCE.NS,2026-05-04,8,Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1456.37,66.3,1393.43,1521.9066499999997,stop_loss_hit,1393.43,2026-05-11,5,-4.32,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False
SBIN.NS,2026-05-04,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1049.48,46.6,1000.98,1096.7066,stop_loss_hit,1000.98,2026-05-08,4,-4.62,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
