symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index
BEL.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,433.5,52.7,410.08,468.64,target_hit,468.64,2026-03-06,10,8.11,True,True,False,False,False,False,True,False,False,False,False,True,True,True
BPCL.NS,2026-02-19,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),367.65,49.1,348.64,396.16,stop_loss_hit,348.64,2026-03-09,11,-5.17,True,True,False,False,False,False,False,False,False,False,False,True,True,False
BRITANNIA.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,6108.5,58.0,5858.0,6484.25,stop_loss_hit,5858.0,2026-03-04,8,-4.1,True,True,False,False,False,False,False,False,False,False,False,True,True,True
CANBK.NS,2026-02-19,5,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,144.65,50.9,134.3,160.17,stop_loss_hit,134.3,2026-03-09,11,-7.16,False,True,True,False,False,False,False,False,False,False,False,True,True,True
CGPOWER.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,696.55,64.2,654.73,759.28,timeout,709.9000244140625,2026-03-13,15,1.92,True,True,False,False,False,True,False,False,False,False,False,True,True,True
CHOLAFIN.NS,2026-02-19,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1676.6,45.7,1586.09,1812.36,stop_loss_hit,1586.09,2026-03-09,11,-5.4,False,True,False,False,False,False,False,False,False,False,False,True,True,False
COALINDIA.NS,2026-02-19,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),416.15,49.0,395.56,447.03,target_hit,447.03,2026-03-05,9,7.42,True,True,False,False,False,False,False,False,False,False,False,True,True,False
CUMMINSIND.NS,2026-02-19,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,4646.0,69.2,4377.74,5048.39,timeout,4649.7001953125,2026-03-13,15,0.08,True,False,False,False,False,True,False,False,False,True,False,False,True,True
DIVISLAB.NS,2026-02-19,5,RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,6297.5,54.0,5923.2,6858.95,timeout,6071.0,2026-03-13,15,-3.6,False,True,False,False,False,False,False,False,True,False,False,True,True,True
DRREDDY.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1282.3,60.6,1231.61,1358.34,stop_loss_hit,1231.61,2026-03-02,7,-3.95,True,True,False,False,True,False,False,False,False,False,False,True,True,True
EICHERMOT.NS,2026-02-19,6,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,7897.0,65.4,7523.69,8456.97,stop_loss_hit,7523.69,2026-03-09,11,-4.73,True,False,False,False,False,True,False,False,False,True,False,True,True,True
ENRIN.NS,2026-02-19,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),2757.7,61.4,2557.29,3058.31,timeout,2796.89990234375,2026-03-13,15,1.42,False,True,False,False,False,True,False,False,False,False,False,True,False,False
GAIL.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,166.88,59.1,159.91,177.34,stop_loss_hit,159.91,2026-03-04,8,-4.18,True,True,False,False,True,False,False,False,False,False,False,True,True,True
GODREJCP.NS,2026-02-19,4,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1182.72,47.5,1127.9,1264.95,stop_loss_hit,1127.9,2026-03-04,8,-4.64,False,True,False,False,False,False,False,False,False,False,False,True,True,True
GRASIM.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2864.3,50.5,2744.44,3044.09,stop_loss_hit,2744.44,2026-03-02,7,-4.18,True,True,False,False,False,False,False,False,False,False,True,True,True,True
HDFCAMC.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2673.72,53.1,2538.6,2876.4,stop_loss_hit,2538.6,2026-03-04,8,-5.05,True,True,False,False,False,False,False,False,False,False,False,True,True,True
HDFCLIFE.NS,2026-02-19,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25,730.55,56.2,694.98,783.9,stop_loss_hit,694.98,2026-03-04,8,-4.87,False,True,True,False,True,True,False,False,False,False,False,False,False,False
HINDZINC.NS,2026-02-19,3,ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),573.62,41.0,524.51,647.28,timeout,542.0463256835938,2026-03-13,15,-5.5,False,False,False,False,False,True,False,False,False,False,False,True,True,False
ICICIBANK.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Outperforming index,1388.8,48.4,1342.29,1458.57,stop_loss_hit,1342.29,2026-03-04,8,-3.35,True,True,False,False,False,False,False,False,False,False,True,True,False,True
IOC.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,172.13,57.3,163.84,184.56,target_hit,184.56,2026-02-27,6,7.22,True,True,False,False,False,True,False,False,False,False,False,True,True,True
JINDALSTEL.NS,2026-02-19,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1211.1,68.3,1149.72,1303.17,stop_loss_hit,1149.72,2026-03-09,11,-5.07,True,False,False,False,True,True,False,False,False,True,False,True,True,True
JSWSTEEL.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1228.4,53.7,1179.11,1302.34,stop_loss_hit,1179.11,2026-03-09,11,-4.01,True,True,False,False,False,False,False,False,False,False,False,True,True,True
LODHA.NS,2026-02-19,3,RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,1067.05,52.2,997.01,1172.11,stop_loss_hit,997.01,2026-02-27,6,-6.56,False,True,False,False,False,False,False,False,False,False,False,True,False,True
LT.NS,2026-02-19,6,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4239.1,69.9,4092.59,4458.85,stop_loss_hit,4092.59,2026-03-02,7,-3.46,True,False,False,False,False,True,False,False,False,True,False,True,True,True
MAXHEALTH.NS,2026-02-19,5,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,1081.45,62.7,1029.53,1159.33,stop_loss_hit,1029.53,2026-03-09,11,-4.8,False,True,False,False,True,True,False,False,False,False,False,True,False,True
MOTHERSON.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,129.48,61.9,121.09,142.06,stop_loss_hit,121.09,2026-03-04,8,-6.48,True,True,False,False,False,True,False,False,False,False,False,True,True,True
NESTLEIND.NS,2026-02-19,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1278.5,45.2,1226.72,1356.17,stop_loss_hit,1226.72,2026-03-05,9,-4.05,False,True,False,False,False,False,False,False,False,False,True,True,True,False
NTPC.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,363.2,58.2,349.15,384.28,target_hit,384.28,2026-02-24,3,5.8,True,True,False,False,False,True,False,False,False,False,False,True,True,True
ONGC.NS,2026-02-19,10,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,274.65,66.2,259.94,296.71,timeout,264.1000061035156,2026-03-13,15,-3.84,True,False,True,True,True,True,False,False,False,True,False,False,True,True
PFC.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,402.36,58.3,378.54,438.08,timeout,402.4070739746094,2026-03-13,15,0.01,True,True,False,False,False,True,False,False,False,False,False,True,True,True
PNB.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20); Outperforming index,122.54,55.2,114.41,134.73,stop_loss_hit,114.41,2026-03-09,11,-6.63,True,True,True,False,False,False,False,False,False,False,False,False,True,True
POWERGRID.NS,2026-02-19,6,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,294.65,65.3,281.17,314.87,timeout,300.95001220703125,2026-03-13,15,2.14,True,False,False,False,False,True,False,False,False,True,False,True,True,True
SBILIFE.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2040.16,52.5,1965.68,2151.89,stop_loss_hit,1965.68,2026-03-04,8,-3.65,True,True,False,False,True,False,False,False,False,False,False,True,True,True
SBIN.NS,2026-02-19,6,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1184.35,75.3,1133.69,1260.34,stop_loss_hit,1133.69,2026-03-05,9,-4.28,True,False,False,False,False,True,False,False,False,True,False,True,True,True
SHRIRAMFIN.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1054.7,57.6,993.7,1146.2,stop_loss_hit,993.7,2026-03-04,8,-5.78,True,True,False,False,False,True,False,False,False,False,False,True,True,True
SIEMENS.NS,2026-02-19,3,RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,3107.1,49.3,2918.69,3389.72,target_hit,3389.72,2026-02-24,3,9.1,False,True,False,False,False,False,False,False,False,False,False,True,False,True
SOLARINDS.NS,2026-02-19,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,13370.0,53.5,12534.79,14622.81,target_hit,14622.81,2026-03-05,9,9.37,True,True,False,False,False,False,False,False,False,False,False,True,False,True
SUNPHARMA.NS,2026-02-19,5,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1713.4,56.3,1657.05,1797.93,target_hit,1797.93,2026-03-06,10,4.93,False,True,False,False,True,False,False,False,False,False,True,True,True,False
TATACONSUM.NS,2026-02-19,5,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1150.76,50.9,1086.27,1247.5,stop_loss_hit,1086.27,2026-03-09,11,-5.6,False,True,True,False,False,False,False,False,False,False,False,True,True,True
TATASTEEL.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,201.26,60.1,189.7,218.6,stop_loss_hit,189.7,2026-03-09,11,-5.74,True,True,False,False,False,True,False,False,False,False,False,True,True,True
TITAN.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4198.2,55.4,4017.49,4469.27,timeout,4073.199951171875,2026-03-13,15,-2.98,True,True,False,False,False,False,False,False,False,False,False,True,True,True
TMPV.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,372.61,56.0,352.55,402.7,stop_loss_hit,352.55,2026-03-04,8,-5.38,True,True,False,False,False,True,False,False,False,False,False,True,False,True
TORNTPHARM.NS,2026-02-19,6,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4218.02,68.7,4029.45,4500.87,timeout,4381.29296875,2026-03-13,15,3.87,True,False,False,False,True,False,False,False,False,True,False,True,True,True
TVSMOTOR.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3816.76,56.8,3645.91,4073.03,stop_loss_hit,3645.91,2026-03-04,8,-4.48,True,True,False,False,False,False,False,False,False,False,False,True,True,True
ULTRACEMCO.NS,2026-02-19,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),12688.0,51.3,12231.21,13373.19,stop_loss_hit,12231.21,2026-03-04,8,-3.6,True,True,False,False,False,False,False,False,False,False,False,True,True,False
UNIONBANK.NS,2026-02-19,6,Uptrend (above rising SMA50); MACD bullish crossover; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,189.52,66.0,175.14,211.09,stop_loss_hit,175.14,2026-03-13,15,-7.59,True,False,True,False,False,True,False,False,False,True,False,False,True,True
UNITDSPR.NS,2026-02-19,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1397.1,54.4,1345.65,1474.27,stop_loss_hit,1345.65,2026-03-02,7,-3.68,False,True,False,False,False,False,False,False,False,False,True,True,True,False
VEDL.NS,2026-02-19,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),665.04,51.8,619.29,733.67,timeout,678.2230834960938,2026-03-13,15,1.98,True,True,False,False,False,False,False,False,False,False,False,True,True,False
ABB.NS,2026-02-20,10,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,5962.61,67.6,5595.79,6512.85,target_hit,6512.85,2026-03-13,14,9.23,True,False,False,True,True,True,False,False,True,True,False,False,True,True
ADANIENSOL.NS,2026-02-20,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,998.1,52.7,928.14,1103.04,timeout,996.5,2026-03-16,15,-0.16,True,True,False,False,False,False,False,False,False,False,False,True,True,True
